Consumption (kWh), Start, End
1.786, 2022-04-23T11:00:00+01:00, 2022-04-23T11:30:00+01:00
2.161, 2022-04-23T11:30:00+01:00, 2022-04-23T12:00:00+01:00
1.745, 2022-04-23T12:00:00+01:00, 2022-04-23T12:30:00+01:00
1.919, 2022-04-23T12:30:00+01:00, 2022-04-23T13:00:00+01:00
1.086, 2022-04-23T13:00:00+01:00, 2022-04-23T13:30:00+01:00
1.222, 2022-04-23T13:30:00+01:00, 2022-04-23T14:00:00+01:00
1.955, 2022-04-23T14:00:00+01:00, 2022-04-23T14:30:00+01:00
1.835, 2022-04-23T14:30:00+01:00, 2022-04-23T15:00:00+01:00
1.983, 2022-04-23T15:00:00+01:00, 2022-04-23T15:30:00+01:00
1.915, 2022-04-23T15:30:00+01:00, 2022-04-23T16:00:00+01:00
1.774, 2022-04-23T16:00:00+01:00, 2022-04-23T16:30:00+01:00
1.423, 2022-04-23T16:30:00+01:00, 2022-04-23T17:00:00+01:00
1.067, 2022-04-23T17:00:00+01:00, 2022-04-23T17:30:00+01:00
0.964, 2022-04-23T17:30:00+01:00, 2022-04-23T18:00:00+01:00
0.677, 2022-04-23T18:00:00+01:00, 2022-04-23T18:30:00+01:00
0.294, 2022-04-23T18:30:00+01:00, 2022-04-23T19:00:00+01:00
0.01, 2022-04-23T19:00:00+01:00, 2022-04-23T19:30:00+01:00
0.00E+00, 2022-04-23T19:30:00+01:00, 2022-04-23T20:00:00+01:00
0.00E+00, 2022-04-23T20:00:00+01:00, 2022-04-23T20:30:00+01:00
0.00E+00, 2022-04-23T20:30:00+01:00, 2022-04-23T21:00:00+01:00
0.00E+00, 2022-04-23T21:00:00+01:00, 2022-04-23T21:30:00+01:00
0.00E+00, 2022-04-23T21:30:00+01:00, 2022-04-23T22:00:00+01:00
0.00E+00, 2022-04-23T22:00:00+01:00, 2022-04-23T22:30:00+01:00
0.00E+00, 2022-04-23T22:30:00+01:00, 2022-04-23T23:00:00+01:00
0.00E+00, 2022-04-23T23:00:00+01:00, 2022-04-23T23:30:00+01:00
0.00E+00, 2022-04-23T23:30:00+01:00, 2022-04-24T00:00:00+01:00
0.00E+00, 2022-04-24T00:00:00+01:00, 2022-04-24T00:30:00+01:00
0.00E+00, 2022-04-24T00:30:00+01:00, 2022-04-24T01:00:00+01:00
0.00E+00, 2022-04-24T01:00:00+01:00, 2022-04-24T01:30:00+01:00
0.00E+00, 2022-04-24T01:30:00+01:00, 2022-04-24T02:00:00+01:00
0.00E+00, 2022-04-24T02:00:00+01:00, 2022-04-24T02:30:00+01:00
0.00E+00, 2022-04-24T02:30:00+01:00, 2022-04-24T03:00:00+01:00
0.00E+00, 2022-04-24T03:00:00+01:00, 2022-04-24T03:30:00+01:00
0.00E+00, 2022-04-24T03:30:00+01:00, 2022-04-24T04:00:00+01:00
0.00E+00, 2022-04-24T04:00:00+01:00, 2022-04-24T04:30:00+01:00
0.00E+00, 2022-04-24T04:30:00+01:00, 2022-04-24T05:00:00+01:00
0.00E+00, 2022-04-24T05:00:00+01:00, 2022-04-24T05:30:00+01:00
0.00E+00, 2022-04-24T05:30:00+01:00, 2022-04-24T06:00:00+01:00
0.00E+00, 2022-04-24T06:00:00+01:00, 2022-04-24T06:30:00+01:00
0.06, 2022-04-24T06:30:00+01:00, 2022-04-24T07:00:00+01:00
0.299, 2022-04-24T07:00:00+01:00, 2022-04-24T07:30:00+01:00
0.587, 2022-04-24T07:30:00+01:00, 2022-04-24T08:00:00+01:00
0.777, 2022-04-24T08:00:00+01:00, 2022-04-24T08:30:00+01:00
0.836, 2022-04-24T08:30:00+01:00, 2022-04-24T09:00:00+01:00
0.915, 2022-04-24T09:00:00+01:00, 2022-04-24T09:30:00+01:00
0.888, 2022-04-24T09:30:00+01:00, 2022-04-24T10:00:00+01:00
1.611, 2022-04-24T10:00:00+01:00, 2022-04-24T10:30:00+01:00
1.08, 2022-04-24T10:30:00+01:00, 2022-04-24T11:00:00+01:00
2.29, 2022-04-24T11:00:00+01:00, 2022-04-24T11:30:00+01:00
2.344, 2022-04-24T11:30:00+01:00, 2022-04-24T12:00:00+01:00
2.181, 2022-04-24T12:00:00+01:00, 2022-04-24T12:30:00+01:00
2.009, 2022-04-24T12:30:00+01:00, 2022-04-24T13:00:00+01:00
1.241, 2022-04-24T13:00:00+01:00, 2022-04-24T13:30:00+01:00
0.719, 2022-04-24T13:30:00+01:00, 2022-04-24T14:00:00+01:00
1.051, 2022-04-24T14:00:00+01:00, 2022-04-24T14:30:00+01:00
1.376, 2022-04-24T14:30:00+01:00, 2022-04-24T15:00:00+01:00
0.849, 2022-04-24T15:00:00+01:00, 2022-04-24T15:30:00+01:00
1.275, 2022-04-24T15:30:00+01:00, 2022-04-24T16:00:00+01:00
0.944, 2022-04-24T16:00:00+01:00, 2022-04-24T16:30:00+01:00
1.205, 2022-04-24T16:30:00+01:00, 2022-04-24T17:00:00+01:00
1.014, 2022-04-24T17:00:00+01:00, 2022-04-24T17:30:00+01:00
0.804, 2022-04-24T17:30:00+01:00, 2022-04-24T18:00:00+01:00
0.237, 2022-04-24T18:00:00+01:00, 2022-04-24T18:30:00+01:00
0.134, 2022-04-24T18:30:00+01:00, 2022-04-24T19:00:00+01:00
0.104, 2022-04-24T19:00:00+01:00, 2022-04-24T19:30:00+01:00
0.032, 2022-04-24T19:30:00+01:00, 2022-04-24T20:00:00+01:00
0.00E+00, 2022-04-24T20:00:00+01:00, 2022-04-24T20:30:00+01:00
0.00E+00, 2022-04-24T20:30:00+01:00, 2022-04-24T21:00:00+01:00
0.00E+00, 2022-04-24T21:00:00+01:00, 2022-04-24T21:30:00+01:00
0.00E+00, 2022-04-24T21:30:00+01:00, 2022-04-24T22:00:00+01:00
0.00E+00, 2022-04-24T22:00:00+01:00, 2022-04-24T22:30:00+01:00
0.00E+00, 2022-04-24T22:30:00+01:00, 2022-04-24T23:00:00+01:00
0.00E+00, 2022-04-24T23:00:00+01:00, 2022-04-24T23:30:00+01:00
0.00E+00, 2022-04-24T23:30:00+01:00, 2022-04-25T00:00:00+01:00
0.00E+00, 2022-04-25T00:00:00+01:00, 2022-04-25T00:30:00+01:00
0.00E+00, 2022-04-25T00:30:00+01:00, 2022-04-25T01:00:00+01:00
0.00E+00, 2022-04-25T01:00:00+01:00, 2022-04-25T01:30:00+01:00
0.00E+00, 2022-04-25T01:30:00+01:00, 2022-04-25T02:00:00+01:00
0.00E+00, 2022-04-25T02:00:00+01:00, 2022-04-25T02:30:00+01:00
0.00E+00, 2022-04-25T02:30:00+01:00, 2022-04-25T03:00:00+01:00
0.00E+00, 2022-04-25T03:00:00+01:00, 2022-04-25T03:30:00+01:00
0.00E+00, 2022-04-25T03:30:00+01:00, 2022-04-25T04:00:00+01:00
0.00E+00, 2022-04-25T04:00:00+01:00, 2022-04-25T04:30:00+01:00
0.00E+00, 2022-04-25T04:30:00+01:00, 2022-04-25T05:00:00+01:00
0.00E+00, 2022-04-25T05:00:00+01:00, 2022-04-25T05:30:00+01:00
0.00E+00, 2022-04-25T05:30:00+01:00, 2022-04-25T06:00:00+01:00
0.009, 2022-04-25T06:00:00+01:00, 2022-04-25T06:30:00+01:00
0.067, 2022-04-25T06:30:00+01:00, 2022-04-25T07:00:00+01:00
0.307, 2022-04-25T07:00:00+01:00, 2022-04-25T07:30:00+01:00
0.687, 2022-04-25T07:30:00+01:00, 2022-04-25T08:00:00+01:00
1.098, 2022-04-25T08:00:00+01:00, 2022-04-25T08:30:00+01:00
1.21, 2022-04-25T08:30:00+01:00, 2022-04-25T09:00:00+01:00
1.421, 2022-04-25T09:00:00+01:00, 2022-04-25T09:30:00+01:00
1.587, 2022-04-25T09:30:00+01:00, 2022-04-25T10:00:00+01:00
1.128, 2022-04-25T10:00:00+01:00, 2022-04-25T10:30:00+01:00
1.934, 2022-04-25T10:30:00+01:00, 2022-04-25T11:00:00+01:00
1.131, 2022-04-25T11:00:00+01:00, 2022-04-25T11:30:00+01:00
2.097, 2022-04-25T11:30:00+01:00, 2022-04-25T12:00:00+01:00
1.719, 2022-04-25T12:00:00+01:00, 2022-04-25T12:30:00+01:00
0.982, 2022-04-25T12:30:00+01:00, 2022-04-25T13:00:00+01:00
1.363, 2022-04-25T13:00:00+01:00, 2022-04-25T13:30:00+01:00
0.799, 2022-04-25T13:30:00+01:00, 2022-04-25T14:00:00+01:00
0.933, 2022-04-25T14:00:00+01:00, 2022-04-25T14:30:00+01:00
0.872, 2022-04-25T14:30:00+01:00, 2022-04-25T15:00:00+01:00
1.137, 2022-04-25T15:00:00+01:00, 2022-04-25T15:30:00+01:00
0.315, 2022-04-25T15:30:00+01:00, 2022-04-25T16:00:00+01:00
0.617, 2022-04-25T16:00:00+01:00, 2022-04-25T16:30:00+01:00
0.174, 2022-04-25T16:30:00+01:00, 2022-04-25T17:00:00+01:00
0.155, 2022-04-25T17:00:00+01:00, 2022-04-25T17:30:00+01:00
0.004, 2022-04-25T17:30:00+01:00, 2022-04-25T18:00:00+01:00
0.048, 2022-04-25T18:00:00+01:00, 2022-04-25T18:30:00+01:00
0.366, 2022-04-25T18:30:00+01:00, 2022-04-25T19:00:00+01:00
0.276, 2022-04-25T19:00:00+01:00, 2022-04-25T19:30:00+01:00
0.066, 2022-04-25T19:30:00+01:00, 2022-04-25T20:00:00+01:00
0.00E+00, 2022-04-25T20:00:00+01:00, 2022-04-25T20:30:00+01:00
0.00E+00, 2022-04-25T20:30:00+01:00, 2022-04-25T21:00:00+01:00
0.00E+00, 2022-04-25T21:00:00+01:00, 2022-04-25T21:30:00+01:00
0.00E+00, 2022-04-25T21:30:00+01:00, 2022-04-25T22:00:00+01:00
0.00E+00, 2022-04-25T22:00:00+01:00, 2022-04-25T22:30:00+01:00
0.00E+00, 2022-04-25T22:30:00+01:00, 2022-04-25T23:00:00+01:00
0.00E+00, 2022-04-25T23:00:00+01:00, 2022-04-25T23:30:00+01:00
0.00E+00, 2022-04-25T23:30:00+01:00, 2022-04-26T00:00:00+01:00
0.00E+00, 2022-04-26T00:00:00+01:00, 2022-04-26T00:30:00+01:00
0.00E+00, 2022-04-26T00:30:00+01:00, 2022-04-26T01:00:00+01:00
0.00E+00, 2022-04-26T01:00:00+01:00, 2022-04-26T01:30:00+01:00
0.00E+00, 2022-04-26T01:30:00+01:00, 2022-04-26T02:00:00+01:00
0.00E+00, 2022-04-26T02:00:00+01:00, 2022-04-26T02:30:00+01:00
0.00E+00, 2022-04-26T02:30:00+01:00, 2022-04-26T03:00:00+01:00
0.00E+00, 2022-04-26T03:00:00+01:00, 2022-04-26T03:30:00+01:00
0.00E+00, 2022-04-26T03:30:00+01:00, 2022-04-26T04:00:00+01:00
0.00E+00, 2022-04-26T04:00:00+01:00, 2022-04-26T04:30:00+01:00
0.00E+00, 2022-04-26T04:30:00+01:00, 2022-04-26T05:00:00+01:00
0.00E+00, 2022-04-26T05:00:00+01:00, 2022-04-26T05:30:00+01:00
0.00E+00, 2022-04-26T05:30:00+01:00, 2022-04-26T06:00:00+01:00
0.00E+00, 2022-04-26T06:00:00+01:00, 2022-04-26T06:30:00+01:00
0.00E+00, 2022-04-26T06:30:00+01:00, 2022-04-26T07:00:00+01:00
0.00E+00, 2022-04-26T07:00:00+01:00, 2022-04-26T07:30:00+01:00
0.188, 2022-04-26T07:30:00+01:00, 2022-04-26T08:00:00+01:00
0.42, 2022-04-26T08:00:00+01:00, 2022-04-26T08:30:00+01:00
0.893, 2022-04-26T08:30:00+01:00, 2022-04-26T09:00:00+01:00
1.249, 2022-04-26T09:00:00+01:00, 2022-04-26T09:30:00+01:00
1.663, 2022-04-26T09:30:00+01:00, 2022-04-26T10:00:00+01:00
1.965, 2022-04-26T10:00:00+01:00, 2022-04-26T10:30:00+01:00
2.207, 2022-04-26T10:30:00+01:00, 2022-04-26T11:00:00+01:00
2.297, 2022-04-26T11:00:00+01:00, 2022-04-26T11:30:00+01:00
2.207, 2022-04-26T11:30:00+01:00, 2022-04-26T12:00:00+01:00
2.1, 2022-04-26T12:00:00+01:00, 2022-04-26T12:30:00+01:00
2.188, 2022-04-26T12:30:00+01:00, 2022-04-26T13:00:00+01:00
2.15, 2022-04-26T13:00:00+01:00, 2022-04-26T13:30:00+01:00
2.204, 2022-04-26T13:30:00+01:00, 2022-04-26T14:00:00+01:00
1.856, 2022-04-26T14:00:00+01:00, 2022-04-26T14:30:00+01:00
1.659, 2022-04-26T14:30:00+01:00, 2022-04-26T15:00:00+01:00
2.028, 2022-04-26T15:00:00+01:00, 2022-04-26T15:30:00+01:00
1.582, 2022-04-26T15:30:00+01:00, 2022-04-26T16:00:00+01:00
1.639, 2022-04-26T16:00:00+01:00, 2022-04-26T16:30:00+01:00
1.967, 2022-04-26T16:30:00+01:00, 2022-04-26T17:00:00+01:00
1.673, 2022-04-26T17:00:00+01:00, 2022-04-26T17:30:00+01:00
0.87, 2022-04-26T17:30:00+01:00, 2022-04-26T18:00:00+01:00
0.528, 2022-04-26T18:00:00+01:00, 2022-04-26T18:30:00+01:00
0.338, 2022-04-26T18:30:00+01:00, 2022-04-26T19:00:00+01:00
0.003, 2022-04-26T19:00:00+01:00, 2022-04-26T19:30:00+01:00
0.00E+00, 2022-04-26T19:30:00+01:00, 2022-04-26T20:00:00+01:00
0.00E+00, 2022-04-26T20:00:00+01:00, 2022-04-26T20:30:00+01:00
0.00E+00, 2022-04-26T20:30:00+01:00, 2022-04-26T21:00:00+01:00
0.00E+00, 2022-04-26T21:00:00+01:00, 2022-04-26T21:30:00+01:00
0.00E+00, 2022-04-26T21:30:00+01:00, 2022-04-26T22:00:00+01:00
0.00E+00, 2022-04-26T22:00:00+01:00, 2022-04-26T22:30:00+01:00
0.00E+00, 2022-04-26T22:30:00+01:00, 2022-04-26T23:00:00+01:00
0.00E+00, 2022-04-26T23:00:00+01:00, 2022-04-26T23:30:00+01:00
0.00E+00, 2022-04-26T23:30:00+01:00, 2022-04-27T00:00:00+01:00
0.00E+00, 2022-04-27T00:00:00+01:00, 2022-04-27T00:30:00+01:00
0.00E+00, 2022-04-27T00:30:00+01:00, 2022-04-27T01:00:00+01:00
0.00E+00, 2022-04-27T01:00:00+01:00, 2022-04-27T01:30:00+01:00
0.00E+00, 2022-04-27T01:30:00+01:00, 2022-04-27T02:00:00+01:00
0.00E+00, 2022-04-27T02:00:00+01:00, 2022-04-27T02:30:00+01:00
0.00E+00, 2022-04-27T02:30:00+01:00, 2022-04-27T03:00:00+01:00
0.00E+00, 2022-04-27T03:00:00+01:00, 2022-04-27T03:30:00+01:00
0.00E+00, 2022-04-27T03:30:00+01:00, 2022-04-27T04:00:00+01:00
0.00E+00, 2022-04-27T04:00:00+01:00, 2022-04-27T04:30:00+01:00
0.00E+00, 2022-04-27T04:30:00+01:00, 2022-04-27T05:00:00+01:00
0.00E+00, 2022-04-27T05:00:00+01:00, 2022-04-27T05:30:00+01:00
0.00E+00, 2022-04-27T05:30:00+01:00, 2022-04-27T06:00:00+01:00
0.00E+00, 2022-04-27T06:00:00+01:00, 2022-04-27T06:30:00+01:00
0.011, 2022-04-27T06:30:00+01:00, 2022-04-27T07:00:00+01:00
0.164, 2022-04-27T07:00:00+01:00, 2022-04-27T07:30:00+01:00
0.306, 2022-04-27T07:30:00+01:00, 2022-04-27T08:00:00+01:00
0.384, 2022-04-27T08:00:00+01:00, 2022-04-27T08:30:00+01:00
0.48, 2022-04-27T08:30:00+01:00, 2022-04-27T09:00:00+01:00
0.602, 2022-04-27T09:00:00+01:00, 2022-04-27T09:30:00+01:00
0.669, 2022-04-27T09:30:00+01:00, 2022-04-27T10:00:00+01:00
0.636, 2022-04-27T10:00:00+01:00, 2022-04-27T10:30:00+01:00
0.869, 2022-04-27T10:30:00+01:00, 2022-04-27T11:00:00+01:00
1.293, 2022-04-27T11:00:00+01:00, 2022-04-27T11:30:00+01:00
2.39, 2022-04-27T11:30:00+01:00, 2022-04-27T12:00:00+01:00
2.1, 2022-04-27T12:00:00+01:00, 2022-04-27T12:30:00+01:00
1.817, 2022-04-27T12:30:00+01:00, 2022-04-27T13:00:00+01:00
1.599, 2022-04-27T13:00:00+01:00, 2022-04-27T13:30:00+01:00
0.958, 2022-04-27T13:30:00+01:00, 2022-04-27T14:00:00+01:00
1.075, 2022-04-27T14:00:00+01:00, 2022-04-27T14:30:00+01:00
1, 2022-04-27T14:30:00+01:00, 2022-04-27T15:00:00+01:00
0.739, 2022-04-27T15:00:00+01:00, 2022-04-27T15:30:00+01:00
0.699, 2022-04-27T15:30:00+01:00, 2022-04-27T16:00:00+01:00
0.573, 2022-04-27T16:00:00+01:00, 2022-04-27T16:30:00+01:00
0.726, 2022-04-27T16:30:00+01:00, 2022-04-27T17:00:00+01:00
0.715, 2022-04-27T17:00:00+01:00, 2022-04-27T17:30:00+01:00
0.665, 2022-04-27T17:30:00+01:00, 2022-04-27T18:00:00+01:00
0.675, 2022-04-27T18:00:00+01:00, 2022-04-27T18:30:00+01:00
0.339, 2022-04-27T18:30:00+01:00, 2022-04-27T19:00:00+01:00
0.231, 2022-04-27T19:00:00+01:00, 2022-04-27T19:30:00+01:00
0.002, 2022-04-27T19:30:00+01:00, 2022-04-27T20:00:00+01:00
0.00E+00, 2022-04-27T20:00:00+01:00, 2022-04-27T20:30:00+01:00
0.00E+00, 2022-04-27T20:30:00+01:00, 2022-04-27T21:00:00+01:00
0.00E+00, 2022-04-27T21:00:00+01:00, 2022-04-27T21:30:00+01:00
0.00E+00, 2022-04-27T21:30:00+01:00, 2022-04-27T22:00:00+01:00
0.00E+00, 2022-04-27T22:00:00+01:00, 2022-04-27T22:30:00+01:00
0.00E+00, 2022-04-27T22:30:00+01:00, 2022-04-27T23:00:00+01:00
0.00E+00, 2022-04-27T23:00:00+01:00, 2022-04-27T23:30:00+01:00
0.00E+00, 2022-04-27T23:30:00+01:00, 2022-04-28T00:00:00+01:00
0.00E+00, 2022-04-28T00:00:00+01:00, 2022-04-28T00:30:00+01:00
0.00E+00, 2022-04-28T00:30:00+01:00, 2022-04-28T01:00:00+01:00
0.00E+00, 2022-04-28T01:00:00+01:00, 2022-04-28T01:30:00+01:00
0.00E+00, 2022-04-28T01:30:00+01:00, 2022-04-28T02:00:00+01:00
0.00E+00, 2022-04-28T02:00:00+01:00, 2022-04-28T02:30:00+01:00
0.00E+00, 2022-04-28T02:30:00+01:00, 2022-04-28T03:00:00+01:00
0.00E+00, 2022-04-28T03:00:00+01:00, 2022-04-28T03:30:00+01:00
0.00E+00, 2022-04-28T03:30:00+01:00, 2022-04-28T04:00:00+01:00
0.00E+00, 2022-04-28T04:00:00+01:00, 2022-04-28T04:30:00+01:00
0.00E+00, 2022-04-28T04:30:00+01:00, 2022-04-28T05:00:00+01:00
0.00E+00, 2022-04-28T05:00:00+01:00, 2022-04-28T05:30:00+01:00
0.00E+00, 2022-04-28T05:30:00+01:00, 2022-04-28T06:00:00+01:00
0.00E+00, 2022-04-28T06:00:00+01:00, 2022-04-28T06:30:00+01:00
0.011, 2022-04-28T06:30:00+01:00, 2022-04-28T07:00:00+01:00
0.067, 2022-04-28T07:00:00+01:00, 2022-04-28T07:30:00+01:00
0.23, 2022-04-28T07:30:00+01:00, 2022-04-28T08:00:00+01:00
0.395, 2022-04-28T08:00:00+01:00, 2022-04-28T08:30:00+01:00
0.579, 2022-04-28T08:30:00+01:00, 2022-04-28T09:00:00+01:00
0.828, 2022-04-28T09:00:00+01:00, 2022-04-28T09:30:00+01:00
0.976, 2022-04-28T09:30:00+01:00, 2022-04-28T10:00:00+01:00
1.171, 2022-04-28T10:00:00+01:00, 2022-04-28T10:30:00+01:00
1.448, 2022-04-28T10:30:00+01:00, 2022-04-28T11:00:00+01:00
1.234, 2022-04-28T11:00:00+01:00, 2022-04-28T11:30:00+01:00
1.349, 2022-04-28T11:30:00+01:00, 2022-04-28T12:00:00+01:00
1.532, 2022-04-28T12:00:00+01:00, 2022-04-28T12:30:00+01:00
1.653, 2022-04-28T12:30:00+01:00, 2022-04-28T13:00:00+01:00
1.223, 2022-04-28T13:00:00+01:00, 2022-04-28T13:30:00+01:00
0.638, 2022-04-28T13:30:00+01:00, 2022-04-28T14:00:00+01:00
1.112, 2022-04-28T14:00:00+01:00, 2022-04-28T14:30:00+01:00
0.498, 2022-04-28T14:30:00+01:00, 2022-04-28T15:00:00+01:00
0.644, 2022-04-28T15:00:00+01:00, 2022-04-28T15:30:00+01:00
0.497, 2022-04-28T15:30:00+01:00, 2022-04-28T16:00:00+01:00
0.546, 2022-04-28T16:00:00+01:00, 2022-04-28T16:30:00+01:00
0.798, 2022-04-28T16:30:00+01:00, 2022-04-28T17:00:00+01:00
0.664, 2022-04-28T17:00:00+01:00, 2022-04-28T17:30:00+01:00
0.424, 2022-04-28T17:30:00+01:00, 2022-04-28T18:00:00+01:00
0.263, 2022-04-28T18:00:00+01:00, 2022-04-28T18:30:00+01:00
0.006, 2022-04-28T18:30:00+01:00, 2022-04-28T19:00:00+01:00
0.00E+00, 2022-04-28T19:00:00+01:00, 2022-04-28T19:30:00+01:00
0.00E+00, 2022-04-28T19:30:00+01:00, 2022-04-28T20:00:00+01:00
0.00E+00, 2022-04-28T20:00:00+01:00, 2022-04-28T20:30:00+01:00
0.00E+00, 2022-04-28T20:30:00+01:00, 2022-04-28T21:00:00+01:00
0.00E+00, 2022-04-28T21:00:00+01:00, 2022-04-28T21:30:00+01:00
0.00E+00, 2022-04-28T21:30:00+01:00, 2022-04-28T22:00:00+01:00
0.00E+00, 2022-04-28T22:00:00+01:00, 2022-04-28T22:30:00+01:00
0.00E+00, 2022-04-28T22:30:00+01:00, 2022-04-28T23:00:00+01:00
0.00E+00, 2022-04-28T23:00:00+01:00, 2022-04-28T23:30:00+01:00
0.00E+00, 2022-04-28T23:30:00+01:00, 2022-04-29T00:00:00+01:00
0.00E+00, 2022-04-29T00:00:00+01:00, 2022-04-29T00:30:00+01:00
0.00E+00, 2022-04-29T00:30:00+01:00, 2022-04-29T01:00:00+01:00
0.00E+00, 2022-04-29T01:00:00+01:00, 2022-04-29T01:30:00+01:00
0.00E+00, 2022-04-29T01:30:00+01:00, 2022-04-29T02:00:00+01:00
0.00E+00, 2022-04-29T02:00:00+01:00, 2022-04-29T02:30:00+01:00
0.00E+00, 2022-04-29T02:30:00+01:00, 2022-04-29T03:00:00+01:00
0.00E+00, 2022-04-29T03:00:00+01:00, 2022-04-29T03:30:00+01:00
0.00E+00, 2022-04-29T03:30:00+01:00, 2022-04-29T04:00:00+01:00
0.00E+00, 2022-04-29T04:00:00+01:00, 2022-04-29T04:30:00+01:00
0.00E+00, 2022-04-29T04:30:00+01:00, 2022-04-29T05:00:00+01:00
0.00E+00, 2022-04-29T05:00:00+01:00, 2022-04-29T05:30:00+01:00
0.00E+00, 2022-04-29T05:30:00+01:00, 2022-04-29T06:00:00+01:00
0.00E+00, 2022-04-29T06:00:00+01:00, 2022-04-29T06:30:00+01:00
0.05, 2022-04-29T06:30:00+01:00, 2022-04-29T07:00:00+01:00
0.316, 2022-04-29T07:00:00+01:00, 2022-04-29T07:30:00+01:00
0.716, 2022-04-29T07:30:00+01:00, 2022-04-29T08:00:00+01:00
1.006, 2022-04-29T08:00:00+01:00, 2022-04-29T08:30:00+01:00
1.15, 2022-04-29T08:30:00+01:00, 2022-04-29T09:00:00+01:00
1.445, 2022-04-29T09:00:00+01:00, 2022-04-29T09:30:00+01:00
1.46, 2022-04-29T09:30:00+01:00, 2022-04-29T10:00:00+01:00
1.66, 2022-04-29T10:00:00+01:00, 2022-04-29T10:30:00+01:00
2.032, 2022-04-29T10:30:00+01:00, 2022-04-29T11:00:00+01:00
1.423, 2022-04-29T11:00:00+01:00, 2022-04-29T11:30:00+01:00
1.788, 2022-04-29T11:30:00+01:00, 2022-04-29T12:00:00+01:00
1.698, 2022-04-29T12:00:00+01:00, 2022-04-29T12:30:00+01:00
1.582, 2022-04-29T12:30:00+01:00, 2022-04-29T13:00:00+01:00
2.17, 2022-04-29T13:00:00+01:00, 2022-04-29T13:30:00+01:00
1.878, 2022-04-29T13:30:00+01:00, 2022-04-29T14:00:00+01:00
1.116, 2022-04-29T14:00:00+01:00, 2022-04-29T14:30:00+01:00
0.417, 2022-04-29T14:30:00+01:00, 2022-04-29T15:00:00+01:00
0.415, 2022-04-29T15:00:00+01:00, 2022-04-29T15:30:00+01:00
