Consumption (kWh), Start, End
0.217, 2022-04-29T15:30:00+01:00, 2022-04-29T16:00:00+01:00
0.841, 2022-04-29T16:00:00+01:00, 2022-04-29T16:30:00+01:00
0.617, 2022-04-29T16:30:00+01:00, 2022-04-29T17:00:00+01:00
0.553, 2022-04-29T17:00:00+01:00, 2022-04-29T17:30:00+01:00
0.311, 2022-04-29T17:30:00+01:00, 2022-04-29T18:00:00+01:00
0.24, 2022-04-29T18:00:00+01:00, 2022-04-29T18:30:00+01:00
0.042, 2022-04-29T18:30:00+01:00, 2022-04-29T19:00:00+01:00
0.007, 2022-04-29T19:00:00+01:00, 2022-04-29T19:30:00+01:00
0.00E+00, 2022-04-29T19:30:00+01:00, 2022-04-29T20:00:00+01:00
0.00E+00, 2022-04-29T20:00:00+01:00, 2022-04-29T20:30:00+01:00
0.00E+00, 2022-04-29T20:30:00+01:00, 2022-04-29T21:00:00+01:00
0.00E+00, 2022-04-29T21:00:00+01:00, 2022-04-29T21:30:00+01:00
0.00E+00, 2022-04-29T21:30:00+01:00, 2022-04-29T22:00:00+01:00
0.00E+00, 2022-04-29T22:00:00+01:00, 2022-04-29T22:30:00+01:00
0.00E+00, 2022-04-29T22:30:00+01:00, 2022-04-29T23:00:00+01:00
0.00E+00, 2022-04-29T23:00:00+01:00, 2022-04-29T23:30:00+01:00
0.00E+00, 2022-04-29T23:30:00+01:00, 2022-04-30T00:00:00+01:00
0.00E+00, 2022-04-30T00:00:00+01:00, 2022-04-30T00:30:00+01:00
0.00E+00, 2022-04-30T00:30:00+01:00, 2022-04-30T01:00:00+01:00
0.00E+00, 2022-04-30T01:00:00+01:00, 2022-04-30T01:30:00+01:00
0.00E+00, 2022-04-30T01:30:00+01:00, 2022-04-30T02:00:00+01:00
0.00E+00, 2022-04-30T02:00:00+01:00, 2022-04-30T02:30:00+01:00
0.00E+00, 2022-04-30T02:30:00+01:00, 2022-04-30T03:00:00+01:00
0.00E+00, 2022-04-30T03:00:00+01:00, 2022-04-30T03:30:00+01:00
0.00E+00, 2022-04-30T03:30:00+01:00, 2022-04-30T04:00:00+01:00
0.00E+00, 2022-04-30T04:00:00+01:00, 2022-04-30T04:30:00+01:00
0.00E+00, 2022-04-30T04:30:00+01:00, 2022-04-30T05:00:00+01:00
0.00E+00, 2022-04-30T05:00:00+01:00, 2022-04-30T05:30:00+01:00
0.00E+00, 2022-04-30T05:30:00+01:00, 2022-04-30T06:00:00+01:00
0.001, 2022-04-30T06:00:00+01:00, 2022-04-30T06:30:00+01:00
0.025, 2022-04-30T06:30:00+01:00, 2022-04-30T07:00:00+01:00
0.317, 2022-04-30T07:00:00+01:00, 2022-04-30T07:30:00+01:00
0.704, 2022-04-30T07:30:00+01:00, 2022-04-30T08:00:00+01:00
1.007, 2022-04-30T08:00:00+01:00, 2022-04-30T08:30:00+01:00
1.283, 2022-04-30T08:30:00+01:00, 2022-04-30T09:00:00+01:00
1.6, 2022-04-30T09:00:00+01:00, 2022-04-30T09:30:00+01:00
1.691, 2022-04-30T09:30:00+01:00, 2022-04-30T10:00:00+01:00
2.021, 2022-04-30T10:00:00+01:00, 2022-04-30T10:30:00+01:00
2.25, 2022-04-30T10:30:00+01:00, 2022-04-30T11:00:00+01:00
2.3, 2022-04-30T11:00:00+01:00, 2022-04-30T11:30:00+01:00
2.18, 2022-04-30T11:30:00+01:00, 2022-04-30T12:00:00+01:00
2.367, 2022-04-30T12:00:00+01:00, 2022-04-30T12:30:00+01:00
2.356, 2022-04-30T12:30:00+01:00, 2022-04-30T13:00:00+01:00
2.238, 2022-04-30T13:00:00+01:00, 2022-04-30T13:30:00+01:00
2.332, 2022-04-30T13:30:00+01:00, 2022-04-30T14:00:00+01:00
1.732, 2022-04-30T14:00:00+01:00, 2022-04-30T14:30:00+01:00
1.537, 2022-04-30T14:30:00+01:00, 2022-04-30T15:00:00+01:00
2.132, 2022-04-30T15:00:00+01:00, 2022-04-30T15:30:00+01:00
1.845, 2022-04-30T15:30:00+01:00, 2022-04-30T16:00:00+01:00
1.877, 2022-04-30T16:00:00+01:00, 2022-04-30T16:30:00+01:00
1.645, 2022-04-30T16:30:00+01:00, 2022-04-30T17:00:00+01:00
1.207, 2022-04-30T17:00:00+01:00, 2022-04-30T17:30:00+01:00
0.832, 2022-04-30T17:30:00+01:00, 2022-04-30T18:00:00+01:00
0.37, 2022-04-30T18:00:00+01:00, 2022-04-30T18:30:00+01:00
0.276, 2022-04-30T18:30:00+01:00, 2022-04-30T19:00:00+01:00
0.114, 2022-04-30T19:00:00+01:00, 2022-04-30T19:30:00+01:00
0.005, 2022-04-30T19:30:00+01:00, 2022-04-30T20:00:00+01:00
0.00E+00, 2022-04-30T20:00:00+01:00, 2022-04-30T20:30:00+01:00
0.00E+00, 2022-04-30T20:30:00+01:00, 2022-04-30T21:00:00+01:00
0.00E+00, 2022-04-30T21:00:00+01:00, 2022-04-30T21:30:00+01:00
0.00E+00, 2022-04-30T21:30:00+01:00, 2022-04-30T22:00:00+01:00
0.00E+00, 2022-04-30T22:00:00+01:00, 2022-04-30T22:30:00+01:00
0.00E+00, 2022-04-30T22:30:00+01:00, 2022-04-30T23:00:00+01:00
0.00E+00, 2022-04-30T23:00:00+01:00, 2022-04-30T23:30:00+01:00
0.00E+00, 2022-04-30T23:30:00+01:00, 2022-05-01T00:00:00+01:00
0.00E+00, 2022-05-01T00:00:00+01:00, 2022-05-01T00:30:00+01:00
0.00E+00, 2022-05-01T00:30:00+01:00, 2022-05-01T01:00:00+01:00
0.00E+00, 2022-05-01T01:00:00+01:00, 2022-05-01T01:30:00+01:00
0.00E+00, 2022-05-01T01:30:00+01:00, 2022-05-01T02:00:00+01:00
0.00E+00, 2022-05-01T02:00:00+01:00, 2022-05-01T02:30:00+01:00
0.00E+00, 2022-05-01T02:30:00+01:00, 2022-05-01T03:00:00+01:00
0.00E+00, 2022-05-01T03:00:00+01:00, 2022-05-01T03:30:00+01:00
0.00E+00, 2022-05-01T03:30:00+01:00, 2022-05-01T04:00:00+01:00
0.00E+00, 2022-05-01T04:00:00+01:00, 2022-05-01T04:30:00+01:00
0.00E+00, 2022-05-01T04:30:00+01:00, 2022-05-01T05:00:00+01:00
0.00E+00, 2022-05-01T05:00:00+01:00, 2022-05-01T05:30:00+01:00
0.00E+00, 2022-05-01T05:30:00+01:00, 2022-05-01T06:00:00+01:00
0.00E+00, 2022-05-01T06:00:00+01:00, 2022-05-01T06:30:00+01:00
0.028, 2022-05-01T06:30:00+01:00, 2022-05-01T07:00:00+01:00
0.137, 2022-05-01T07:00:00+01:00, 2022-05-01T07:30:00+01:00
0.278, 2022-05-01T07:30:00+01:00, 2022-05-01T08:00:00+01:00
0.455, 2022-05-01T08:00:00+01:00, 2022-05-01T08:30:00+01:00
0.666, 2022-05-01T08:30:00+01:00, 2022-05-01T09:00:00+01:00
0.739, 2022-05-01T09:00:00+01:00, 2022-05-01T09:30:00+01:00
0.82, 2022-05-01T09:30:00+01:00, 2022-05-01T10:00:00+01:00
0.91, 2022-05-01T10:00:00+01:00, 2022-05-01T10:30:00+01:00
0.785, 2022-05-01T10:30:00+01:00, 2022-05-01T11:00:00+01:00
0.949, 2022-05-01T11:00:00+01:00, 2022-05-01T11:30:00+01:00
0.992, 2022-05-01T11:30:00+01:00, 2022-05-01T12:00:00+01:00
0.451, 2022-05-01T12:00:00+01:00, 2022-05-01T12:30:00+01:00
0.607, 2022-05-01T12:30:00+01:00, 2022-05-01T13:00:00+01:00
1.193, 2022-05-01T13:00:00+01:00, 2022-05-01T13:30:00+01:00
0.708, 2022-05-01T13:30:00+01:00, 2022-05-01T14:00:00+01:00
0.963, 2022-05-01T14:00:00+01:00, 2022-05-01T14:30:00+01:00
1.119, 2022-05-01T14:30:00+01:00, 2022-05-01T15:00:00+01:00
0.665, 2022-05-01T15:00:00+01:00, 2022-05-01T15:30:00+01:00
0.537, 2022-05-01T15:30:00+01:00, 2022-05-01T16:00:00+01:00
0.475, 2022-05-01T16:00:00+01:00, 2022-05-01T16:30:00+01:00
0.38, 2022-05-01T16:30:00+01:00, 2022-05-01T17:00:00+01:00
0.334, 2022-05-01T17:00:00+01:00, 2022-05-01T17:30:00+01:00
0.195, 2022-05-01T17:30:00+01:00, 2022-05-01T18:00:00+01:00
0.099, 2022-05-01T18:00:00+01:00, 2022-05-01T18:30:00+01:00
0.004, 2022-05-01T18:30:00+01:00, 2022-05-01T19:00:00+01:00
0.00E+00, 2022-05-01T19:00:00+01:00, 2022-05-01T19:30:00+01:00
0.00E+00, 2022-05-01T19:30:00+01:00, 2022-05-01T20:00:00+01:00
0.00E+00, 2022-05-01T20:00:00+01:00, 2022-05-01T20:30:00+01:00
0.00E+00, 2022-05-01T20:30:00+01:00, 2022-05-01T21:00:00+01:00
0.00E+00, 2022-05-01T21:00:00+01:00, 2022-05-01T21:30:00+01:00
0.00E+00, 2022-05-01T21:30:00+01:00, 2022-05-01T22:00:00+01:00
0.00E+00, 2022-05-01T22:00:00+01:00, 2022-05-01T22:30:00+01:00
0.00E+00, 2022-05-01T22:30:00+01:00, 2022-05-01T23:00:00+01:00
0.00E+00, 2022-05-01T23:00:00+01:00, 2022-05-01T23:30:00+01:00
0.00E+00, 2022-05-01T23:30:00+01:00, 2022-05-02T00:00:00+01:00
0.00E+00, 2022-05-02T00:00:00+01:00, 2022-05-02T00:30:00+01:00
0.00E+00, 2022-05-02T00:30:00+01:00, 2022-05-02T01:00:00+01:00
0.00E+00, 2022-05-02T01:00:00+01:00, 2022-05-02T01:30:00+01:00
0.00E+00, 2022-05-02T01:30:00+01:00, 2022-05-02T02:00:00+01:00
0.00E+00, 2022-05-02T02:00:00+01:00, 2022-05-02T02:30:00+01:00
0.00E+00, 2022-05-02T02:30:00+01:00, 2022-05-02T03:00:00+01:00
0.00E+00, 2022-05-02T03:00:00+01:00, 2022-05-02T03:30:00+01:00
0.00E+00, 2022-05-02T03:30:00+01:00, 2022-05-02T04:00:00+01:00
0.00E+00, 2022-05-02T04:00:00+01:00, 2022-05-02T04:30:00+01:00
0.00E+00, 2022-05-02T04:30:00+01:00, 2022-05-02T05:00:00+01:00
0.00E+00, 2022-05-02T05:00:00+01:00, 2022-05-02T05:30:00+01:00
0.00E+00, 2022-05-02T05:30:00+01:00, 2022-05-02T06:00:00+01:00
0.00E+00, 2022-05-02T06:00:00+01:00, 2022-05-02T06:30:00+01:00
0.00E+00, 2022-05-02T06:30:00+01:00, 2022-05-02T07:00:00+01:00
0.009, 2022-05-02T07:00:00+01:00, 2022-05-02T07:30:00+01:00
0.207, 2022-05-02T07:30:00+01:00, 2022-05-02T08:00:00+01:00
0.617, 2022-05-02T08:00:00+01:00, 2022-05-02T08:30:00+01:00
0.852, 2022-05-02T08:30:00+01:00, 2022-05-02T09:00:00+01:00
0.597, 2022-05-02T09:00:00+01:00, 2022-05-02T09:30:00+01:00
0.441, 2022-05-02T09:30:00+01:00, 2022-05-02T10:00:00+01:00
0.846, 2022-05-02T10:00:00+01:00, 2022-05-02T10:30:00+01:00
0.392, 2022-05-02T10:30:00+01:00, 2022-05-02T11:00:00+01:00
0.04, 2022-05-02T11:00:00+01:00, 2022-05-02T11:30:00+01:00
0.448, 2022-05-02T11:30:00+01:00, 2022-05-02T12:00:00+01:00
0.407, 2022-05-02T12:00:00+01:00, 2022-05-02T12:30:00+01:00
0.05, 2022-05-02T12:30:00+01:00, 2022-05-02T13:00:00+01:00
0.217, 2022-05-02T13:00:00+01:00, 2022-05-02T13:30:00+01:00
1.418, 2022-05-02T13:30:00+01:00, 2022-05-02T14:00:00+01:00
1.631, 2022-05-02T14:00:00+01:00, 2022-05-02T14:30:00+01:00
1.562, 2022-05-02T14:30:00+01:00, 2022-05-02T15:00:00+01:00
0.765, 2022-05-02T15:00:00+01:00, 2022-05-02T15:30:00+01:00
0.51, 2022-05-02T15:30:00+01:00, 2022-05-02T16:00:00+01:00
0.169, 2022-05-02T16:00:00+01:00, 2022-05-02T16:30:00+01:00
0.032, 2022-05-02T16:30:00+01:00, 2022-05-02T17:00:00+01:00
0.00E+00, 2022-05-02T17:00:00+01:00, 2022-05-02T17:30:00+01:00
0.00E+00, 2022-05-02T17:30:00+01:00, 2022-05-02T18:00:00+01:00
0.00E+00, 2022-05-02T18:00:00+01:00, 2022-05-02T18:30:00+01:00
0.00E+00, 2022-05-02T18:30:00+01:00, 2022-05-02T19:00:00+01:00
0.00E+00, 2022-05-02T19:00:00+01:00, 2022-05-02T19:30:00+01:00
0.00E+00, 2022-05-02T19:30:00+01:00, 2022-05-02T20:00:00+01:00
0.00E+00, 2022-05-02T20:00:00+01:00, 2022-05-02T20:30:00+01:00
0.00E+00, 2022-05-02T20:30:00+01:00, 2022-05-02T21:00:00+01:00
0.00E+00, 2022-05-02T21:00:00+01:00, 2022-05-02T21:30:00+01:00
0.00E+00, 2022-05-02T21:30:00+01:00, 2022-05-02T22:00:00+01:00
0.00E+00, 2022-05-02T22:00:00+01:00, 2022-05-02T22:30:00+01:00
0.00E+00, 2022-05-02T22:30:00+01:00, 2022-05-02T23:00:00+01:00
0.00E+00, 2022-05-02T23:00:00+01:00, 2022-05-02T23:30:00+01:00
0.00E+00, 2022-05-02T23:30:00+01:00, 2022-05-03T00:00:00+01:00
0.00E+00, 2022-05-03T00:00:00+01:00, 2022-05-03T00:30:00+01:00
0.00E+00, 2022-05-03T00:30:00+01:00, 2022-05-03T01:00:00+01:00
0.00E+00, 2022-05-03T01:00:00+01:00, 2022-05-03T01:30:00+01:00
0.00E+00, 2022-05-03T01:30:00+01:00, 2022-05-03T02:00:00+01:00
0.00E+00, 2022-05-03T02:00:00+01:00, 2022-05-03T02:30:00+01:00
0.00E+00, 2022-05-03T02:30:00+01:00, 2022-05-03T03:00:00+01:00
0.00E+00, 2022-05-03T03:00:00+01:00, 2022-05-03T03:30:00+01:00
0.00E+00, 2022-05-03T03:30:00+01:00, 2022-05-03T04:00:00+01:00
0.00E+00, 2022-05-03T04:00:00+01:00, 2022-05-03T04:30:00+01:00
0.00E+00, 2022-05-03T04:30:00+01:00, 2022-05-03T05:00:00+01:00
0.00E+00, 2022-05-03T05:00:00+01:00, 2022-05-03T05:30:00+01:00
0.00E+00, 2022-05-03T05:30:00+01:00, 2022-05-03T06:00:00+01:00
0.00E+00, 2022-05-03T06:00:00+01:00, 2022-05-03T06:30:00+01:00
0.00E+00, 2022-05-03T06:30:00+01:00, 2022-05-03T07:00:00+01:00
0.048, 2022-05-03T07:00:00+01:00, 2022-05-03T07:30:00+01:00
0.019, 2022-05-03T07:30:00+01:00, 2022-05-03T08:00:00+01:00
0.072, 2022-05-03T08:00:00+01:00, 2022-05-03T08:30:00+01:00
0.205, 2022-05-03T08:30:00+01:00, 2022-05-03T09:00:00+01:00
0.405, 2022-05-03T09:00:00+01:00, 2022-05-03T09:30:00+01:00
0.49, 2022-05-03T09:30:00+01:00, 2022-05-03T10:00:00+01:00
0.643, 2022-05-03T10:00:00+01:00, 2022-05-03T10:30:00+01:00
0.825, 2022-05-03T10:30:00+01:00, 2022-05-03T11:00:00+01:00
1.076, 2022-05-03T11:00:00+01:00, 2022-05-03T11:30:00+01:00
1.19, 2022-05-03T11:30:00+01:00, 2022-05-03T12:00:00+01:00
1.512, 2022-05-03T12:00:00+01:00, 2022-05-03T12:30:00+01:00
1.717, 2022-05-03T12:30:00+01:00, 2022-05-03T13:00:00+01:00
1.499, 2022-05-03T13:00:00+01:00, 2022-05-03T13:30:00+01:00
1.004, 2022-05-03T13:30:00+01:00, 2022-05-03T14:00:00+01:00
0.76, 2022-05-03T14:00:00+01:00, 2022-05-03T14:30:00+01:00
0.62, 2022-05-03T14:30:00+01:00, 2022-05-03T15:00:00+01:00
0.291, 2022-05-03T15:00:00+01:00, 2022-05-03T15:30:00+01:00
0.023, 2022-05-03T15:30:00+01:00, 2022-05-03T16:00:00+01:00
0.00E+00, 2022-05-03T16:00:00+01:00, 2022-05-03T16:30:00+01:00
0.00E+00, 2022-05-03T16:30:00+01:00, 2022-05-03T17:00:00+01:00
0.033, 2022-05-03T17:00:00+01:00, 2022-05-03T17:30:00+01:00
0.099, 2022-05-03T17:30:00+01:00, 2022-05-03T18:00:00+01:00
0.026, 2022-05-03T18:00:00+01:00, 2022-05-03T18:30:00+01:00
0.093, 2022-05-03T18:30:00+01:00, 2022-05-03T19:00:00+01:00
0.00E+00, 2022-05-03T19:00:00+01:00, 2022-05-03T19:30:00+01:00
0.00E+00, 2022-05-03T19:30:00+01:00, 2022-05-03T20:00:00+01:00
0.00E+00, 2022-05-03T20:00:00+01:00, 2022-05-03T20:30:00+01:00
0.00E+00, 2022-05-03T20:30:00+01:00, 2022-05-03T21:00:00+01:00
0.00E+00, 2022-05-03T21:00:00+01:00, 2022-05-03T21:30:00+01:00
0.00E+00, 2022-05-03T21:30:00+01:00, 2022-05-03T22:00:00+01:00
0.00E+00, 2022-05-03T22:00:00+01:00, 2022-05-03T22:30:00+01:00
0.00E+00, 2022-05-03T22:30:00+01:00, 2022-05-03T23:00:00+01:00
0.00E+00, 2022-05-03T23:00:00+01:00, 2022-05-03T23:30:00+01:00
0.00E+00, 2022-05-03T23:30:00+01:00, 2022-05-04T00:00:00+01:00
0.00E+00, 2022-05-04T00:00:00+01:00, 2022-05-04T00:30:00+01:00
0.00E+00, 2022-05-04T00:30:00+01:00, 2022-05-04T01:00:00+01:00
0.00E+00, 2022-05-04T01:00:00+01:00, 2022-05-04T01:30:00+01:00
0.00E+00, 2022-05-04T01:30:00+01:00, 2022-05-04T02:00:00+01:00
0.00E+00, 2022-05-04T02:00:00+01:00, 2022-05-04T02:30:00+01:00
0.00E+00, 2022-05-04T02:30:00+01:00, 2022-05-04T03:00:00+01:00
0.00E+00, 2022-05-04T03:00:00+01:00, 2022-05-04T03:30:00+01:00
0.00E+00, 2022-05-04T03:30:00+01:00, 2022-05-04T04:00:00+01:00
0.00E+00, 2022-05-04T04:00:00+01:00, 2022-05-04T04:30:00+01:00
0.00E+00, 2022-05-04T04:30:00+01:00, 2022-05-04T05:00:00+01:00
0.00E+00, 2022-05-04T05:00:00+01:00, 2022-05-04T05:30:00+01:00
0.00E+00, 2022-05-04T05:30:00+01:00, 2022-05-04T06:00:00+01:00
0.00E+00, 2022-05-04T06:00:00+01:00, 2022-05-04T06:30:00+01:00
0.00E+00, 2022-05-04T06:30:00+01:00, 2022-05-04T07:00:00+01:00
0.068, 2022-05-04T07:00:00+01:00, 2022-05-04T07:30:00+01:00
0.301, 2022-05-04T07:30:00+01:00, 2022-05-04T08:00:00+01:00
0.523, 2022-05-04T08:00:00+01:00, 2022-05-04T08:30:00+01:00
0.959, 2022-05-04T08:30:00+01:00, 2022-05-04T09:00:00+01:00
1.426, 2022-05-04T09:00:00+01:00, 2022-05-04T09:30:00+01:00
1.519, 2022-05-04T09:30:00+01:00, 2022-05-04T10:00:00+01:00
1.012, 2022-05-04T10:00:00+01:00, 2022-05-04T10:30:00+01:00
0.681, 2022-05-04T10:30:00+01:00, 2022-05-04T11:00:00+01:00
1.023, 2022-05-04T11:00:00+01:00, 2022-05-04T11:30:00+01:00
0.927, 2022-05-04T11:30:00+01:00, 2022-05-04T12:00:00+01:00
1.182, 2022-05-04T12:00:00+01:00, 2022-05-04T12:30:00+01:00
1.03, 2022-05-04T12:30:00+01:00, 2022-05-04T13:00:00+01:00
1.44, 2022-05-04T13:00:00+01:00, 2022-05-04T13:30:00+01:00
0.685, 2022-05-04T13:30:00+01:00, 2022-05-04T14:00:00+01:00
1.459, 2022-05-04T14:00:00+01:00, 2022-05-04T14:30:00+01:00
1.467, 2022-05-04T14:30:00+01:00, 2022-05-04T15:00:00+01:00
1.236, 2022-05-04T15:00:00+01:00, 2022-05-04T15:30:00+01:00
1.495, 2022-05-04T15:30:00+01:00, 2022-05-04T16:00:00+01:00
1.46, 2022-05-04T16:00:00+01:00, 2022-05-04T16:30:00+01:00
0.585, 2022-05-04T16:30:00+01:00, 2022-05-04T17:00:00+01:00
0.917, 2022-05-04T17:00:00+01:00, 2022-05-04T17:30:00+01:00
1.313, 2022-05-04T17:30:00+01:00, 2022-05-04T18:00:00+01:00
0.473, 2022-05-04T18:00:00+01:00, 2022-05-04T18:30:00+01:00
0.228, 2022-05-04T18:30:00+01:00, 2022-05-04T19:00:00+01:00
0.236, 2022-05-04T19:00:00+01:00, 2022-05-04T19:30:00+01:00
0.00E+00, 2022-05-04T19:30:00+01:00, 2022-05-04T20:00:00+01:00
0.00E+00, 2022-05-04T20:00:00+01:00, 2022-05-04T20:30:00+01:00
0.00E+00, 2022-05-04T20:30:00+01:00, 2022-05-04T21:00:00+01:00
0.00E+00, 2022-05-04T21:00:00+01:00, 2022-05-04T21:30:00+01:00
0.00E+00, 2022-05-04T21:30:00+01:00, 2022-05-04T22:00:00+01:00
0.00E+00, 2022-05-04T22:00:00+01:00, 2022-05-04T22:30:00+01:00
0.00E+00, 2022-05-04T22:30:00+01:00, 2022-05-04T23:00:00+01:00
0.00E+00, 2022-05-04T23:00:00+01:00, 2022-05-04T23:30:00+01:00
0.00E+00, 2022-05-04T23:30:00+01:00, 2022-05-05T00:00:00+01:00
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
